,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster,income_before_onehot,income_after_onehot
23344,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
47244,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.4925199505886984,0.6726322526842843,1,1,1
15168,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
37665,White,Male,40,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.7084676883910176,1.5828647983146837,1,1,1
7304,White,Male,30,Private,14,Prof-specialty,>50K,<=50K,-0.5582035725309852,0.846879573027437,1,1,0
12708,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
1685,White,Male,30,Private,14,Prof-specialty,>50K,<=50K,-0.5582035725309852,0.846879573027437,1,1,0
36031,White,Male,30,Private,11,Exec-managerial,>50K,>50K,-0.3765667955970012,0.10998979622480488,1,1,1
16838,White,Male,40,Private,10,Prof-specialty,>50K,<=50K,-0.33331947372978415,0.4052688075067744,1,1,0
27841,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
45115,White,Male,40,Private,13,Tech-support,>50K,>50K,-0.4006356571214911,0.18161252065431954,1,1,1
15791,White,Male,50,Private,14,Prof-specialty,>50K,>50K,-0.5494464350241673,0.9426235147069902,1,1,1
38300,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
15597,White,Male,40,Private,10,Exec-managerial,>50K,<=50K,-0.27639298929431516,0.13527754548406842,1,1,0
47823,White,Male,50,Private,14,Tech-support,>50K,<=50K,-0.4356016581680224,0.4526029610594434,1,1,0
41775,Non-White,Male,40,Private,9,Adm-clerical,>50K,>50K,-0.12900320971045526,-0.37765592613165566,0,1,1
29813,Non-White,Male,40,Private,16,Exec-managerial,>50K,>50K,-0.5217538665171919,0.7890663718614753,1,1,1
5227,White,Male,50,Self-emp-inc,9,Exec-managerial,>50K,>50K,-0.40050849234621333,0.483742236779395,1,1,1
30379,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
21082,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
1970,White,Male,40,Self-emp-inc,10,Craft-repair,>50K,>50K,-0.32727934858250907,0.2681025811048158,1,1,1
36630,White,Female,40,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.5361129373214686,1.3840266247083313,1,1,1
41398,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
5521,White,Male,60,Self-emp-not-inc,15,Exec-managerial,>50K,>50K,-0.30271100025710396,1.2784484572533823,1,1,1
23377,White,Female,30,Private,14,Exec-managerial,>50K,>50K,-0.3875917549357857,0.5018750540520368,1,1,1
5212,White,Male,30,Private,13,Tech-support,>50K,<=50K,-0.37609363302088933,0.06026850242638942,1,1,0
19135,White,Male,40,Private,14,Sales,>50K,<=50K,-0.42036263090156434,0.41705209922220743,1,1,0
24238,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
21890,White,Male,40,Self-emp-inc,10,Transport-moving,>50K,>50K,-0.30070247364622965,0.24303485426084412,1,1,1
32463,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
8800,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
16543,White,Male,60,Private,9,Exec-managerial,>50K,>50K,-0.02452070290241997,0.1682999161729619,0,1,1
13417,White,Male,30,Private,13,Tech-support,>50K,<=50K,-0.37609363302088933,0.06026850242638942,1,1,0
21681,White,Female,70,Local-gov,14,Prof-specialty,>50K,>50K,-0.07304079196132614,1.577027715815646,1,1,1
36399,Non-White,Male,50,Self-emp-not-inc,10,Exec-managerial,>50K,>50K,-0.24747599982891597,0.3053412060001805,1,1,1
43611,White,Male,40,Private,15,Exec-managerial,>50K,>50K,-0.5324150386929619,0.8824313015221046,1,1,1
36567,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.2518509651937134,0.013933527256138304,0,1,0
856,Non-White,Male,40,Private,10,Craft-repair,>50K,>50K,-0.1520786081091744,-0.273293234716783,0,1,1
45350,White,Male,30,Local-gov,11,Protective-serv,>50K,>50K,-0.4663965823283947,0.5508613045728761,1,1,1
17334,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.6842135550959335,1.385982379817065,1,1,1
2406,White,Male,50,Federal-gov,10,Adm-clerical,>50K,>50K,-0.19078687963969168,-0.017226249159798725,0,1,1
33077,White,Female,50,State-gov,9,Tech-support,>50K,>50K,-0.23085782028445379,0.21461058366864094,1,1,1
126,White,Female,40,Federal-gov,16,Prof-specialty,>50K,>50K,-0.5983663487263172,1.3136966635255514,1,1,1
9563,White,Male,40,Self-emp-inc,13,Sales,>50K,>50K,-0.47122363351020013,0.5509038170385797,1,1,1
28658,White,Male,60,Private,10,Exec-managerial,>50K,<=50K,0.013767796494311044,0.2246773830991315,1,1,0
29245,White,Male,40,Federal-gov,13,Exec-managerial,>50K,>50K,-0.534850705264806,0.620340517821499,1,1,1
1401,Non-White,Male,60,Private,10,Exec-managerial,>50K,>50K,0.06984237170505904,0.11372380204740577,0,1,1
11650,White,Male,60,Self-emp-not-inc,13,Exec-managerial,>50K,>50K,-0.22784991110630917,0.7976589680104382,1,1,1
5939,White,Male,50,Private,10,Sales,>50K,<=50K,-0.137637346392342,-0.17150276107476228,0,1,0
16913,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
28376,White,Male,60,Private,9,Exec-managerial,>50K,>50K,-0.02452070290241997,0.1682999161729619,0,1,1
310,White,Male,50,Local-gov,12,Tech-support,>50K,>50K,-0.3725823001760453,0.40593969265144275,1,1,1
36563,Non-White,Male,50,Federal-gov,13,Exec-managerial,>50K,>50K,-0.4454769684466386,0.48378686022139633,1,1,1
33388,White,Male,50,Private,13,Prof-specialty,>50K,>50K,-0.48118127237021646,0.6460329977534894,1,1,1
34995,White,Male,40,Self-emp-inc,9,Farming-fishing,>50K,>50K,-0.33207771370511935,0.3766200574990099,1,1,1
2900,White,Female,40,Local-gov,14,Exec-managerial,>50K,>50K,-0.5136017375007339,1.0409778608416647,1,1,1
14762,White,Male,40,Self-emp-not-inc,14,Exec-managerial,>50K,>50K,-0.5862758595488863,1.004849647348876,1,1,1
42411,White,Male,40,Private,15,Sales,>50K,<=50K,-0.42695855739840827,0.6012510715116508,1,1,0
10628,White,Male,40,Federal-gov,12,Exec-managerial,>50K,<=50K,-0.43862855146243335,0.4525089778053014,1,1,0
41824,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
7090,White,Male,50,Federal-gov,10,Adm-clerical,>50K,>50K,-0.19078687963969168,-0.017226249159798725,0,1,1
18158,White,Female,40,Self-emp-not-inc,9,Prof-specialty,>50K,>50K,-0.31837938731955284,0.5804954017441254,1,1,1
33016,White,Male,40,Federal-gov,10,Exec-managerial,>50K,<=50K,-0.35368974501695416,0.353976251026407,1,1,0
20693,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
20426,White,Male,40,Self-emp-inc,13,Sales,>50K,>50K,-0.47122363351020013,0.5509038170385797,1,1,1
28247,White,Male,40,Local-gov,10,Protective-serv,>50K,>50K,-0.3662227760257087,0.5761490538321397,1,1,1
22454,Non-White,Male,60,State-gov,9,Protective-serv,>50K,>50K,-0.07688707473995263,0.5368121851442638,1,1,1
15335,White,Male,40,Private,14,Sales,>50K,<=50K,-0.42036263090156434,0.41705209922220743,1,1,0
10906,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745596631587,0.9682235912553672,1,1,0
33024,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
17808,White,Female,40,Private,14,Exec-managerial,>50K,>50K,-0.41213377903638737,0.623219072279967,1,1,1
24805,White,Male,70,Self-emp-inc,10,Exec-managerial,>50K,<=50K,0.10196827541797492,0.8317783732052169,1,1,0
45665,White,Male,50,Private,9,Tech-support,>50K,>50K,-0.22446403466295062,-0.16672928961531897,0,1,1
10734,White,Male,90,Local-gov,9,Craft-repair,>50K,>50K,-0.023335778870990673,0.2715624403813763,1,1,1
5056,White,Male,40,Private,12,Sales,>50K,<=50K,-0.2558753144452407,-0.04736995774749094,0,1,0
19104,White,Male,30,Private,14,Prof-specialty,>50K,<=50K,-0.5582035725309852,0.846879573027437,1,1,0
14582,Non-White,Female,50,Local-gov,14,Prof-specialty,>50K,>50K,-0.4811544851180354,1.174415465264268,1,1,1
15712,White,Male,40,Federal-gov,9,Adm-clerical,>50K,>50K,-0.26237454064384225,-0.0480036395375914,0,1,1
1081,White,Male,40,Private,13,Craft-repair,>50K,>50K,-0.38931414356777433,0.10402461313003464,1,1,1
22613,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.2518509651937134,0.013933527256138304,0,1,0
38224,White,Male,30,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.6252562463805974,1.3376958634330953,1,1,1
11788,White,Male,40,Self-emp-inc,13,Sales,>50K,>50K,-0.47122363351020013,0.5509038170385797,1,1,1
13497,White,Male,30,Self-emp-inc,13,Craft-repair,>50K,>50K,-0.48389828472975926,0.41312282967197766,1,1,1
37680,White,Female,30,Private,14,Exec-managerial,>50K,>50K,-0.3875917549357857,0.5018750540520368,1,1,1
12637,White,Male,40,Federal-gov,9,Adm-clerical,>50K,>50K,-0.26237454064384225,-0.0480036395375914,0,1,1
6583,Non-White,Female,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.514453646725455,1.200015541812645,1,1,1
29151,White,Male,30,Self-emp-not-inc,11,Farming-fishing,>50K,>50K,-0.335293602701256,0.28388485851225764,1,1,1
30265,White,Male,40,Local-gov,10,Protective-serv,>50K,>50K,-0.3662227760257087,0.5761490538321397,1,1,1
48040,White,Male,50,Federal-gov,9,Exec-managerial,>50K,>50K,-0.35867908280626565,0.27199870755186045,1,1,1
10454,White,Male,50,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.5433809531973343,0.8064839705006566,1,1,1
5932,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
35087,White,Female,90,Private,14,Exec-managerial,>50K,>50K,-0.0875599167263781,0.6957398446908726,1,1,1
29100,White,Male,60,State-gov,16,Prof-specialty,>50K,>50K,-0.46467325915601637,1.7157641827876242,1,1,1
10954,White,Male,60,Private,10,Exec-managerial,>50K,<=50K,0.013767796494311044,0.2246773830991315,1,1,0
6580,White,Male,60,Private,13,Sales,>50K,<=50K,-0.06193668245898725,0.2098614198837697,1,1,0
4523,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
20621,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.4925199505886984,0.6726322526842843,1,1,1
29081,White,Male,40,Self-emp-inc,10,Sales,>50K,<=50K,-0.2900626732623482,0.28453955024348776,1,1,0
40413,White,Female,50,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.42795268656325425,0.87763705891701,1,1,1
6243,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
19585,White,Male,50,Private,13,Prof-specialty,>50K,>50K,-0.48118127237021646,0.6460329977534894,1,1,1
2424,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.2518509651937134,0.013933527256138304,0,1,0
34175,White,Male,40,Federal-gov,9,Adm-clerical,>50K,>50K,-0.26237454064384225,-0.0480036395375914,0,1,1
27289,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
31359,White,Male,60,Self-emp-inc,13,Sales,>50K,>50K,-0.18106284772157397,0.6403036546536428,1,1,1
7754,White,Male,30,Private,16,Exec-managerial,>50K,>50K,-0.5532864176273381,0.778675934685271,1,1,1
37897,White,Male,30,Self-emp-inc,10,Sales,>50K,<=50K,-0.2655206491617465,0.16319553201555762,1,1,0
318,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
34558,White,Female,30,State-gov,10,Other-service,>50K,>50K,-0.051714090250588964,-0.06129337970386854,0,1,1
23611,White,Male,40,Local-gov,10,Protective-serv,>50K,>50K,-0.3662227760257087,0.5761490538321397,1,1,1
7115,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
26653,White,Male,30,Private,14,Prof-specialty,>50K,<=50K,-0.5582035725309852,0.846879573027437,1,1,0
37408,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
45586,White,Male,60,Self-emp-not-inc,9,Exec-managerial,>50K,>50K,-0.08497745025518827,0.47491723428917665,1,1,1
21624,Non-White,Female,40,Private,13,Exec-managerial,>50K,>50K,-0.28779404117168855,0.21567497427474047,1,1,1
42583,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
33335,White,Male,50,Self-emp-inc,13,Sales,>50K,>50K,-0.4379244719027806,0.5253037404902028,1,1,1
17289,White,Male,40,Private,10,Prof-specialty,>50K,<=50K,-0.33331947372978415,0.4052688075067744,1,1,0
24683,Non-White,Male,40,Private,10,Craft-repair,>50K,>50K,-0.1520786081091744,-0.273293234716783,0,1,1
32967,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
22619,White,Male,50,Local-gov,14,Prof-specialty,>50K,>50K,-0.650914393488514,1.360382303268688,1,1,1
40126,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
33177,White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.5012770880955162,0.576888311004731,1,1,1
26589,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
13961,White,Male,40,State-gov,9,Exec-managerial,>50K,>50K,-0.4347606074722799,0.535253208794553,1,1,1
21537,White,Male,50,Private,10,Sales,>50K,<=50K,-0.137637346392342,-0.17150276107476228,0,1,0
13635,White,Male,50,Private,10,Sales,>50K,<=50K,-0.137637346392342,-0.17150276107476228,0,1,0
21369,White,Male,30,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.6839256642904158,1.4615207800867536,1,1,1
5089,White,Male,50,Self-emp-not-inc,14,Prof-specialty,>50K,>50K,-0.6099031823769356,1.249240832823205,1,1,1
32336,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
36946,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
33585,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
38675,White,Male,40,Local-gov,14,Exec-managerial,>50K,>50K,-0.6272870706604645,1.1159911177943589,1,1,1
22869,White,Male,30,Private,13,Tech-support,>50K,<=50K,-0.37609363302088933,0.06026850242638942,1,1,0
23016,White,Male,70,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.07744975135552755,1.2443089853693567,1,1,1
27963,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
48111,White,Male,50,Self-emp-not-inc,12,Tech-support,>50K,>50K,-0.3315710890644671,0.2947982222059598,1,1,1
2128,White,Male,50,Federal-gov,9,Exec-managerial,>50K,>50K,-0.35867908280626565,0.27199870755186045,1,1,1
7,White,Male,60,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.35963748469257295,1.5484397192760884,1,1,1
40169,Non-White,Female,40,Private,13,Exec-managerial,>50K,>50K,-0.28779404117168855,0.21567497427474047,1,1,1
36790,White,Male,50,Federal-gov,13,Prof-specialty,>50K,>50K,-0.5584780280928555,0.864731703295828,1,1,1
25644,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
47958,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.4925199505886984,0.6726322526842843,1,1,1
38792,White,Male,40,Private,12,Sales,>50K,<=50K,-0.2558753144452407,-0.04736995774749094,0,1,0
4865,White,Male,60,Private,12,Craft-repair,>50K,>50K,-0.0029312039767753167,0.025592910728900162,0,1,1
19006,White,Male,60,Private,15,Prof-specialty,>50K,>50K,-0.29918073733980466,1.2418224011598737,1,1,1
45072,Non-White,Male,40,Private,10,Exec-managerial,>50K,>50K,-0.2203184140835672,0.02432396443234272,0,1,1
29373,White,Male,50,Self-emp-not-inc,16,Sales,>50K,>50K,-0.49952954617873496,0.899856964470585,1,1,1
13382,White,Male,30,Private,14,Machine-op-inspct,>50K,>50K,-0.37634141356955847,0.12873234519524465,1,1,1
39084,White,Male,50,Private,10,Sales,>50K,<=50K,-0.137637346392342,-0.17150276107476228,0,1,0
45644,White,Male,30,Private,12,Exec-managerial,>50K,>50K,-0.3367897716391926,0.11246625403503273,1,1,1
26483,Non-White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.36818021272399953,0.2650881546790578,1,1,1
718,White,Male,50,Self-emp-not-inc,14,Prof-specialty,>50K,>50K,-0.6099031823769356,1.249240832823205,1,1,1
14511,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
40101,White,Male,40,State-gov,10,Protective-serv,>50K,>50K,-0.3848339363425958,0.6147433955070961,1,1,1
21702,White,Female,40,Private,15,Prof-specialty,>50K,>50K,-0.47565618996870024,1.0774093065921164,1,1,1
30117,White,Male,50,Private,10,Sales,>50K,<=50K,-0.137637346392342,-0.17150276107476228,0,1,0
28183,White,Male,40,State-gov,16,Prof-specialty,>50K,>50K,-0.7548340449446426,1.6263643451725611,1,1,1
29382,White,Male,50,Private,14,Sales,>50K,<=50K,-0.38706346929414476,0.3914520226738305,1,1,0
10767,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
48361,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
47359,White,Male,50,Local-gov,14,Prof-specialty,>50K,>50K,-0.650914393488514,1.360382303268688,1,1,1
25127,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
10919,White,Male,60,Self-emp-not-inc,14,Prof-specialty,>50K,>50K,-0.353041558195729,1.364240746986645,1,1,1
1356,White,Male,40,Private,10,Prof-specialty,>50K,<=50K,-0.33331947372978415,0.4052688075067744,1,1,0
15172,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
10798,White,Male,40,Self-emp-inc,10,Sales,>50K,<=50K,-0.2900626732623482,0.28453955024348776,1,1,0
45268,White,Male,40,State-gov,16,Prof-specialty,>50K,>50K,-0.7548340449446426,1.6263643451725611,1,1,1
3753,White,Male,40,State-gov,13,Protective-serv,>50K,>50K,-0.5659948965904478,0.8811076623021881,1,1,1
31787,White,Female,40,Self-emp-inc,10,Prof-specialty,>50K,>50K,-0.3387603058326403,0.7606977853239533,1,1,1
33056,White,Male,30,Self-emp-inc,13,Sales,>50K,>50K,-0.4466816094095984,0.42955979881064965,1,1,1
20809,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
20964,White,Female,50,Self-emp-not-inc,10,Tech-support,>50K,>50K,-0.13294694945925734,0.12125223847437115,0,1,1
39331,White,Female,50,Private,16,Prof-specialty,>50K,>50K,-0.4877704313962587,1.069397881434836,1,1,1
6700,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
30225,White,Male,60,Self-emp-inc,13,Exec-managerial,>50K,<=50K,-0.2865193290161276,0.9214838846640966,1,1,0
31700,White,Male,60,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.28477639554177814,1.0676502300331443,1,1,1
9291,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
27749,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
17213,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
46085,White,Male,60,Private,10,Exec-managerial,>50K,<=50K,0.013767796494311044,0.2246773830991315,1,1,0
2322,Non-White,Male,50,Unknown,10,Unknown,>50K,>50K,1.9746896928400544,0.7551516026224551,2,1,1
3960,White,Male,50,Self-emp-not-inc,13,Sales,>50K,>50K,-0.37925505399296217,0.40147882383654443,1,1,1
48108,White,Male,40,Private,13,Craft-repair,>50K,>50K,-0.38931414356777433,0.10402461313003464,1,1,1
44072,White,Male,30,Self-emp-inc,13,Prof-specialty,>50K,<=50K,-0.609064575139621,0.9807312908438094,1,1,0
40869,White,Male,40,State-gov,13,Exec-managerial,>50K,>50K,-0.5776330683234008,0.8579949425158145,1,1,1
37281,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
47068,White,Male,30,Private,15,Prof-specialty,>50K,>50K,-0.5647994990278291,1.0310785453168805,1,1,1
24304,White,Male,40,Self-emp-inc,10,Sales,>50K,<=50K,-0.2900626732623482,0.28453955024348776,1,1,0
31776,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
6163,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
33566,White,Female,50,Self-emp-not-inc,16,Exec-managerial,>50K,>50K,-0.49130069431355805,1.1060239375283447,1,1,1
26330,White,Male,70,Private,15,Prof-specialty,>50K,<=50K,-0.09185409315355408,1.418481156496086,1,1,0
7087,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
3833,White,Male,60,Self-emp-not-inc,14,Sales,>50K,>50K,-0.19065859246570643,0.8130692549534853,1,1,1
19501,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
39814,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.6842135550959335,1.385982379817065,1,1,1
38122,Non-White,Male,20,Private,13,Handlers-cleaners,>50K,>50K,-0.08540875063269182,-0.43164832627584077,0,1,1
858,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.6842135550959335,1.385982379817065,1,1,1
42592,White,Male,50,State-gov,13,Exec-managerial,>50K,<=50K,-0.5443339067159813,0.8323948659674376,1,1,0
37109,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
21315,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.4925199505886984,0.6726322526842843,1,1,1
6138,White,Male,50,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.5433809531973343,0.8064839705006566,1,1,1
2775,White,Male,50,Private,13,Prof-specialty,>50K,>50K,-0.48118127237021646,0.6460329977534894,1,1,1
35729,White,Male,50,Private,13,Prof-specialty,>50K,>50K,-0.48118127237021646,0.6460329977534894,1,1,1
39797,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.4925199505886984,0.6726322526842843,1,1,1
3805,White,Male,40,Private,16,Prof-specialty,>50K,>50K,-0.6347549261634089,1.1700112149359072,1,1,1
24535,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
3321,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
19106,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.2518509651937134,0.013933527256138304,0,1,0
25405,White,Male,60,Private,7,Sales,>50K,>50K,0.3052948220108659,-0.2640782198657466,0,1,1
33809,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
3153,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
9803,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
23539,White,Female,30,Private,15,Prof-specialty,>50K,>50K,-0.45111416586809855,0.9560652883641862,1,1,1
16237,White,Male,30,Federal-gov,14,Adm-clerical,>50K,>50K,-0.4489701400483123,0.44998459290924087,1,1,1
14767,White,Male,60,State-gov,13,Exec-managerial,>50K,<=50K,-0.2874722825347746,0.9473947801308776,1,1,0
33100,White,Male,40,Private,10,Prof-specialty,>50K,<=50K,-0.33331947372978415,0.4052688075067744,1,1,0
27001,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
25414,White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.5012770880955162,0.576888311004731,1,1,1
30992,Non-White,Male,40,Private,10,Craft-repair,>50K,>50K,-0.1520786081091744,-0.273293234716783,0,1,1
41390,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
43647,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
40352,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
37823,White,Male,50,Private,16,Prof-specialty,>50K,>50K,-0.6014557645559893,1.1444111383875302,1,1,1
43730,White,Male,30,Self-emp-inc,13,Tech-support,>50K,>50K,-0.495219798283476,0.49071073719626257,1,1,1
18169,White,Male,30,Private,14,Prof-specialty,>50K,<=50K,-0.5582035725309852,0.846879573027437,1,1,0
9613,White,Male,40,Private,12,Sales,>50K,<=50K,-0.2558753144452407,-0.04736995774749094,0,1,0
8884,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
9333,White,Male,50,Federal-gov,14,Exec-managerial,>50K,>50K,-0.5698167063113374,0.8913309582266229,1,1,1
47960,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
13040,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.6842135550959335,1.385982379817065,1,1,1
21289,White,Male,30,Federal-gov,10,Exec-managerial,>50K,<=50K,-0.3291477209163524,0.2326322327984769,1,1,0
36264,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
2663,White,Male,60,Private,13,Prof-specialty,>50K,>50K,-0.22431964818900982,0.7610329119169295,1,1,1
22032,White,Male,40,Private,10,Tech-support,>50K,<=50K,-0.21947469687363916,-0.08475174614077244,0,1,0
6371,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
17931,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
37822,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
44175,Non-White,Male,20,Private,13,Handlers-cleaners,>50K,>50K,-0.08540875063269182,-0.43164832627584077,0,1,1
25099,White,Male,60,Self-emp-inc,13,Exec-managerial,>50K,<=50K,-0.2865193290161276,0.9214838846640966,1,1,0
47973,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
