,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster
9529,White,Male,20,Private,9,Sales,<=50K,<=50K,-0.050230635,-0.441372443,0
36537,White,Male,40,State-gov,14,Sales,>50K,<=50K,-0.54044175,0.873405229,1
7797,White,Female,20,Self-emp-not-inc,10,Adm-clerical,<=50K,<=50K,0.065433672,-0.217813109,0
26475,White,Male,40,State-gov,13,Protective-serv,>50K,>50K,-0.565994897,0.881107662,1
14050,White,Male,30,Self-emp-inc,12,Craft-repair,>50K,>50K,-0.387676131,0.24529129,1
46839,White,Male,30,Self-emp-inc,9,Sales,>50K,>50K,-0.303809149,0.106818065,1
47765,White,Male,40,Private,10,Craft-repair,<=50K,>50K,-0.208153183,-0.162339654,0
40496,White,Male,20,Self-emp-not-inc,10,Farming-fishing,<=50K,<=50K,-0.076125424,0.070080316,0
26639,White,Male,20,Private,9,Sales,<=50K,<=50K,-0.050230635,-0.441372443,0
16977,White,Female,30,Private,13,Sales,<=50K,>50K,-0.213870111,-0.075895693,0
6347,White,Female,40,Private,13,Tech-support,<=50K,>50K,-0.286950324,0.106599264,1
24923,White,Male,30,Private,9,Protective-serv,<=50K,>50K,-0.278501293,-0.01933122,0
36395,White,Male,20,Private,10,Handlers-cleaners,<=50K,<=50K,0.039677634,-0.587059012,0
34396,White,Male,40,Self-emp-not-inc,10,Other-service,<=50K,>50K,-0.130319076,-0.014671917,0
27666,White,Female,20,Private,9,Sales,<=50K,<=50K,0.063454698,-0.5163857,0
40674,White,Female,30,Private,10,Exec-managerial,<=50K,>50K,-0.138165632,-0.06107973,0
4199,White,Male,20,Private,13,Prof-specialty,<=50K,>50K,-0.355486062,0.432540783,1
7342,White,Male,30,Private,9,Prof-specialty,<=50K,>50K,-0.347065949,0.227547322,1
28116,Non-White,Male,50,Private,10,Tech-support,>50K,>50K,-0.13010096,-0.221305404,0
31606,White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.501277088,0.576888311,1
7891,White,Male,70,Unknown,4,Unknown,<=50K,<=50K,2.466243815,1.239325982,2
4383,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
44429,White,Male,10,Private,9,Prof-specialty,<=50K,<=50K,0.104431896,-0.071934741,0
1742,White,Female,20,Private,16,Prof-specialty,<=50K,>50K,-0.362075221,0.855905666,1
37962,White,Male,20,Private,13,Machine-op-inspct,<=50K,>50K,-0.173623903,-0.285606445,0
21134,White,Male,30,Private,9,Transport-moving,<=50K,>50K,-0.195322784,-0.365128866,0
20793,Non-White,Male,60,Private,6,Handlers-cleaners,<=50K,<=50K,0.369651557,-0.497151655,0
17801,Non-White,Male,20,Private,10,Handlers-cleaners,<=50K,<=50K,0.09575221,-0.698012593,0
942,White,Male,60,Self-emp-inc,10,Sales,<=50K,<=50K,9.81E-05,0.373939388,1
35536,White,Male,50,Private,6,Craft-repair,<=50K,>50K,-0.032121088,-0.315570921,0
6898,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.246441683,-0.218717121,0
21588,White,Male,30,Local-gov,9,Protective-serv,<=50K,>50K,-0.379969251,0.398427569,1
15086,White,Male,40,Local-gov,14,Adm-clerical,<=50K,<=50K,-0.497683367,0.770388694,1
35740,White,Female,40,Federal-gov,14,Prof-specialty,<=50K,<=50K,-0.546357019,1.11190904,1
20020,White,Female,30,Unknown,13,Unknown,<=50K,>50K,1.842382353,0.961712252,2
9969,Non-White,Male,40,Private,9,Craft-repair,<=50K,<=50K,-0.190367108,-0.329670702,0
29695,White,Male,40,Self-emp-not-inc,10,Craft-repair,<=50K,>50K,-0.268609931,0.144277664,1
7182,White,Male,20,Private,10,Craft-repair,<=50K,<=50K,-0.049158811,-0.401431945,0
46167,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
25409,White,Female,10,Unknown,6,Unknown,<=50K,<=50K,2.617774092,0.26823473,2
22832,White,Male,40,Private,10,Transport-moving,<=50K,>50K,-0.181576308,-0.187407381,0
12166,White,Male,40,Private,9,Sales,<=50K,>50K,-0.209225007,-0.202280151,0
20331,White,Male,40,Private,12,Craft-repair,<=50K,>50K,-0.29309199,-0.063806927,0
3894,White,Male,20,Private,13,Prof-specialty,<=50K,>50K,-0.355486062,0.432540783,1
21465,White,Female,40,Local-gov,10,Adm-clerical,<=50K,>50K,-0.134571911,0.132420653,1
46086,White,Male,40,Self-emp-not-inc,9,Transport-moving,<=50K,>50K,-0.280321555,0.062832471,0
46999,White,Male,40,Self-emp-inc,10,Sales,>50K,<=50K,-0.290062673,0.28453955,1
48246,White,Male,60,Unknown,9,Unknown,<=50K,>50K,2.137188242,0.924727631,2
11429,White,Female,20,Private,10,Other-service,<=50K,<=50K,0.202817377,-0.635394783,0
37778,White,Male,20,Unknown,7,Unknown,<=50K,<=50K,2.230380872,0.445037596,2
3841,White,Male,40,Self-emp-inc,9,Sales,>50K,>50K,-0.328351173,0.228162083,1
44295,White,Female,60,Private,2,Machine-op-inspct,<=50K,<=50K,0.300284493,-0.433204626,0
5047,White,Male,20,Self-emp-not-inc,9,Handlers-cleaners,<=50K,<=50K,-0.059067612,-0.336819161,0
1239,White,Female,40,Private,14,Prof-specialty,<=50K,>50K,-0.469060263,0.893210334,1
10511,White,Male,50,State-gov,13,Protective-serv,>50K,>50K,-0.532695735,0.855507586,1
19980,Non-White,Male,40,Private,10,Craft-repair,>50K,>50K,-0.152078608,-0.273293235,0
41874,White,Female,60,Private,9,Other-service,<=50K,<=50K,0.295695291,-0.363280121,0
10216,Non-White,Female,50,Local-gov,10,Other-service,<=50K,<=50K,0.031728783,-0.115097361,0
34540,White,Male,30,Private,11,Craft-repair,<=50K,>50K,-0.30832699,-0.187627403,0
11114,White,Female,30,Private,13,Exec-managerial,<=50K,>50K,-0.319326592,0.205284537,1
12371,White,Male,60,Self-emp-not-inc,9,Craft-repair,<=50K,>50K,-0.016737644,0.177300035,1
10914,White,Male,30,Private,3,Handlers-cleaners,<=50K,<=50K,-0.069253904,-0.547857374,0
5907,Non-White,Female,30,Private,9,Tech-support,<=50K,<=50K,-0.063461264,-0.448440069,0
1078,White,Female,80,Private,4,Machine-op-inspct,<=50K,<=50K,0.239925715,-0.400077267,0
30676,Non-White,Male,30,Private,9,Machine-op-inspct,<=50K,<=50K,-0.109129215,-0.601553487,0
28200,White,Female,40,Private,3,Machine-op-inspct,<=50K,<=50K,-0.012251172,-0.466438313,0
7254,White,Male,30,Private,10,Prof-specialty,<=50K,<=50K,-0.30877745,0.283924789,1
36519,White,Female,20,Private,6,Machine-op-inspct,<=50K,<=50K,0.263955324,-0.75461516,0
12979,White,Male,30,Private,10,Prof-specialty,<=50K,<=50K,-0.30877745,0.283924789,1
17223,White,Female,30,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.438452758,0.635726772,1
18814,Non-White,Female,20,Federal-gov,9,Exec-managerial,<=50K,<=50K,-0.063223964,-0.127460346,0
44569,White,Female,30,Private,9,Other-service,<=50K,<=50K,0.030076529,-0.574023977,0
17079,White,Female,30,Private,9,Adm-clerical,<=50K,<=50K,-0.046850428,-0.46305962,0
37753,Non-White,Male,30,Private,9,Machine-op-inspct,<=50K,<=50K,-0.109129215,-0.601553487,0
9612,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
36077,White,Female,20,Private,13,Exec-managerial,<=50K,<=50K,-0.184874244,0.087536264,0
47289,White,Male,20,Private,5,Other-service,<=50K,<=50K,0.180670199,-0.645419571,0
11010,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.281382327,0.053300002,0
15941,White,Female,30,Local-gov,13,Exec-managerial,<=50K,<=50K,-0.420794551,0.623043326,1
39316,White,Male,30,Private,3,Farming-fishing,<=50K,<=50K,-0.124600215,-0.197335364,0
44893,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
28059,White,Female,60,Private,10,Adm-clerical,<=50K,<=50K,0.257056833,-0.195938297,0
11430,White,Female,30,State-gov,10,Adm-clerical,<=50K,<=50K,-0.128641047,0.049670977,0
11046,White,Male,70,Self-emp-not-inc,7,Craft-repair,<=50K,<=50K,0.414948044,0.202760884,0
1747,Non-White,Male,50,Local-gov,9,Transport-moving,<=50K,>50K,-0.231959029,0.037420284,0
7552,White,Female,10,Private,6,Adm-clerical,<=50K,<=50K,0.58566885,-0.833795408,0
31668,White,Male,60,Private,11,Exec-managerial,>50K,>50K,-0.110948034,0.320733652,1
13680,White,Male,50,Private,9,Handlers-cleaners,<=50K,>50K,-0.124306076,-0.429944264,0
33289,White,Female,20,Unknown,10,Unknown,<=50K,<=50K,2.157995661,0.577599712,2
27197,White,Male,40,Local-gov,11,Other-service,<=50K,<=50K,-0.296046118,0.192525823,1
8801,White,Male,20,State-gov,13,Prof-specialty,<=50K,<=50K,-0.475565181,0.888893913,1
43238,Non-White,Male,20,Unknown,10,Unknown,<=50K,<=50K,2.100384903,0.541659387,2
38710,White,Female,20,Private,13,Exec-managerial,<=50K,<=50K,-0.184874244,0.087536264,0
19319,White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.001389135,-0.643436479,0
23528,Non-White,Male,40,State-gov,15,Prof-specialty,>50K,>50K,-0.653346067,1.497822113,1
38509,White,Male,20,Private,9,Machine-op-inspct,<=50K,<=50K,-0.030751442,-0.608348179,0
16815,Non-White,Female,30,Unknown,9,Unknown,<=50K,<=50K,2.041329389,0.528016937,2
40571,White,Female,40,Self-emp-not-inc,11,Exec-managerial,<=50K,<=50K,-0.347880234,0.462937876,1
33910,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.433011925,0.280297794,1
33435,White,Male,20,Private,10,Transport-moving,<=50K,<=50K,-0.022581936,-0.426499672,0
40948,White,Male,30,Private,11,Sales,<=50K,>50K,-0.271110314,-0.171190434,0
6442,White,Male,50,Self-emp-not-inc,9,Farming-fishing,<=50K,<=50K,-0.240109134,0.227195064,1
47216,White,Female,50,Private,9,Adm-clerical,<=50K,<=50K,-0.03809329,-0.367315679,0
41032,Non-White,Female,40,Private,12,Exec-managerial,<=50K,<=50K,-0.191571887,0.047843434,0
39524,White,Male,40,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.576680115,0.832084047,1
9365,White,Male,50,Private,3,Craft-repair,<=50K,<=50K,-0.149333212,-0.266486366,0
43864,Non-White,Male,30,Private,11,Prof-specialty,>50K,>50K,-0.377418705,0.269027477,1
6666,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.164528877,-0.69177225,0
43755,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
2675,White,Male,30,Private,10,Transport-moving,<=50K,>50K,-0.157034284,-0.308751399,0
29865,White,Male,10,Self-emp-not-inc,9,Sales,<=50K,<=50K,0.206358115,-0.316488915,0
10600,White,Male,40,Private,10,Prof-specialty,>50K,<=50K,-0.333319474,0.405268808,1
8128,White,Male,40,Private,9,Transport-moving,<=50K,>50K,-0.219864808,-0.243784847,0
34854,White,Male,40,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.64979827,1.459039882,1
24382,White,Male,30,Private,9,Prof-specialty,<=50K,>50K,-0.347065949,0.227547322,1
10477,White,Male,40,Private,12,Craft-repair,<=50K,>50K,-0.29309199,-0.063806927,0
3043,Non-White,Female,50,Private,9,Machine-op-inspct,<=50K,<=50K,0.013313256,-0.580822802,0
37588,White,Female,40,Local-gov,14,Prof-specialty,<=50K,>50K,-0.570528222,1.310969123,1
46554,White,Male,10,Self-emp-inc,7,Farming-fishing,<=50K,<=50K,0.368321199,-0.19540393,0
10016,White,Male,50,Private,6,Transport-moving,<=50K,>50K,-0.005544213,-0.340638648,0
47706,White,Male,60,Self-emp-inc,9,Craft-repair,<=50K,<=50K,-0.075407062,0.301124952,1
37936,White,Female,60,Unknown,9,Unknown,<=50K,<=50K,2.250873576,0.849714374,2
8590,Non-White,Female,30,Private,13,Exec-managerial,<=50K,>50K,-0.263252017,0.094330956,1
22083,White,Male,50,Private,11,Exec-managerial,<=50K,>50K,-0.367809658,0.205733738,1
45229,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
33387,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
38814,White,Male,40,Self-emp-inc,14,Exec-managerial,>50K,>50K,-0.644945277,1.128674564,1
38086,White,Male,60,Self-emp-not-inc,10,Exec-managerial,>50K,>50K,-0.046688951,0.531294701,1
35318,White,Female,40,Self-emp-not-inc,10,Prof-specialty,<=50K,<=50K,-0.280090888,0.636872869,1
21879,White,Female,30,Private,9,Sales,<=50K,<=50K,-0.07099765,-0.398637427,0
1899,Non-White,Female,30,Private,9,Handlers-cleaners,<=50K,<=50K,0.036696695,-0.711655043,0
14741,White,Male,20,Private,13,Tech-support,<=50K,<=50K,-0.241641285,-0.057479771,0
36466,White,Male,40,Self-emp-not-inc,13,Farming-fishing,<=50K,>50K,-0.416280757,0.575536875,1
40663,White,Male,30,Private,11,Craft-repair,<=50K,>50K,-0.30832699,-0.187627403,0
701,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.45755395,0.401641812,1
22017,White,Male,50,Self-emp-not-inc,13,Prof-specialty,<=50K,>50K,-0.54163802,0.952650316,1
8288,White,Male,40,Unknown,9,Unknown,<=50K,<=50K,1.847027457,0.835327793,2
1812,Non-White,Male,20,Unknown,9,Unknown,<=50K,<=50K,2.062096404,0.485281921,2
20064,Non-White,Male,20,Private,9,Exec-managerial,<=50K,<=50K,-0.099612541,-0.271145794,0
43501,White,Female,20,Local-gov,9,Protective-serv,<=50K,<=50K,-0.13183157,0.205666038,1
19176,White,Male,60,Self-emp-inc,13,Exec-managerial,>50K,<=50K,-0.286519329,0.921483885,1
20589,White,Female,60,Self-emp-not-inc,10,Craft-repair,<=50K,<=50K,0.135236188,0.158664245,0
38380,White,Male,30,Federal-gov,9,Adm-clerical,<=50K,>50K,-0.237832517,-0.169347658,0
27131,White,Male,30,Private,12,Craft-repair,<=50K,>50K,-0.268549966,-0.185150945,0
39510,White,Male,60,Self-emp-not-inc,16,Sales,>50K,>50K,-0.242667922,1.014856879,1
7059,Non-White,Female,30,Local-gov,9,Adm-clerical,<=50K,>50K,-0.092243811,-0.156254413,0
48771,White,Male,70,Unknown,9,Unknown,<=50K,<=50K,2.344514887,1.101386386,2
14978,Non-White,Male,30,Private,11,Sales,<=50K,<=50K,-0.215035739,-0.282144015,0
10357,White,Female,20,Private,10,Sales,<=50K,<=50K,0.101743197,-0.460008233,0
40878,Non-White,Male,30,Private,11,Tech-support,<=50K,<=50K,-0.263573928,-0.220993076,0
47844,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.183611159,-0.283683672,0
36553,Non-White,Female,10,Private,6,Prof-specialty,<=50K,<=50K,0.455213237,-0.329155303,0
19140,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
14571,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
16369,Non-White,Female,30,Private,9,Sales,<=50K,<=50K,-0.014923075,-0.509591008,0
12388,White,Male,70,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.210980258,1.848923391,1
16900,White,Male,40,Private,5,Handlers-cleaners,<=50K,<=50K,-0.027778583,-0.433004765,0
45710,Non-White,Male,30,Private,9,Other-service,<=50K,<=50K,-0.027534229,-0.609964301,0
40793,White,Male,40,Private,10,Transport-moving,<=50K,>50K,-0.181576308,-0.187407381,0
3271,White,Female,10,Local-gov,7,Prof-specialty,<=50K,<=50K,0.341008315,0.119612884,0
24177,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942136,-0.384994976,0
24446,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
41944,White,Female,50,Private,9,Exec-managerial,<=50K,<=50K,-0.167696994,-0.021713255,0
9143,Non-White,Female,20,State-gov,15,Prof-specialty,<=50K,<=50K,-0.380666361,1.183716564,1
37136,Non-White,Male,40,Federal-gov,9,Transport-moving,<=50K,>50K,-0.241086988,-0.136039723,0
18149,White,Male,30,State-gov,13,Adm-clerical,<=50K,<=50K,-0.42348734,0.391048501,1
21827,White,Female,30,Private,10,Other-service,<=50K,<=50K,0.068365029,-0.51764651,0
48588,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.251850965,0.013933527,0
24706,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.45755395,0.401641812,1
17435,White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.001389135,-0.643436479,0
18315,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.251850965,0.013933527,0
10932,Non-White,Female,30,Private,13,Prof-specialty,<=50K,>50K,-0.320178502,0.364322218,1
12247,Non-White,Female,60,Private,9,Adm-clerical,<=50K,<=50K,0.274842909,-0.363269345,0
25899,White,Male,60,Private,13,Farming-fishing,<=50K,<=50K,-0.065663224,0.358319394,1
39404,Non-White,Female,40,Private,9,Protective-serv,<=50K,<=50K,-0.133283409,-0.08395404,0
41721,White,Male,40,Self-emp-not-inc,6,Craft-repair,<=50K,<=50K,-0.125876997,0.016646474,0
16264,White,Male,30,Private,9,Handlers-cleaners,<=50K,<=50K,-0.133063213,-0.525688205,0
47881,White,Female,30,Private,13,Adm-clerical,<=50K,<=50K,-0.189722889,-0.140317887,0
26045,Non-White,Female,40,Private,10,Other-service,<=50K,<=50K,0.09989758,-0.507256073,0
21689,White,Male,20,Private,9,Transport-moving,<=50K,<=50K,-0.060870436,-0.482877139,0
40968,White,Male,10,Private,10,Transport-moving,<=50K,<=50K,0.294463561,-0.608233462,0
23875,Non-White,Male,50,Private,9,Transport-moving,<=50K,>50K,-0.130491071,-0.380338505,0
40888,Non-White,Female,30,Unknown,8,Unknown,<=50K,<=50K,2.224246607,0.373540767,2
2777,White,Male,40,Unknown,6,Unknown,<=50K,<=50K,2.028048889,0.764074069,2
17521,White,Female,60,Private,10,Other-service,<=50K,<=50K,0.33398379,-0.306902654,0
41640,White,Male,80,Unknown,9,Unknown,<=50K,<=50K,2.041284724,0.741580075,2
18224,White,Male,20,State-gov,13,Prof-specialty,<=50K,<=50K,-0.475565181,0.888893913,1
7951,White,Male,30,Local-gov,9,Protective-serv,<=50K,>50K,-0.379969251,0.398427569,1
44219,White,Male,50,Private,13,Tech-support,>50K,<=50K,-0.367336496,0.156012444,1
19935,White,Male,30,Private,9,Farming-fishing,<=50K,<=50K,-0.188409524,-0.175166195,0
4560,White,Male,30,Private,9,Adm-clerical,<=50K,<=50K,-0.160535761,-0.388046363,0
5303,White,Male,30,Private,8,Protective-serv,<=50K,<=50K,-0.095584075,-0.173807389,0
5656,Non-White,Female,20,Federal-gov,10,Adm-clerical,<=50K,<=50K,0.104668239,-0.416685302,0
24954,White,Female,30,Private,10,Other-service,<=50K,<=50K,0.068365029,-0.51764651,0
1912,White,Male,20,Private,9,Machine-op-inspct,<=50K,<=50K,-0.030751442,-0.608348179,0
14011,White,Female,40,Private,14,Exec-managerial,>50K,>50K,-0.412133779,0.623219072,1
36632,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.126915291,-0.434222439,0
20454,White,Female,60,Private,10,Other-service,<=50K,<=50K,0.33398379,-0.306902654,0
43575,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.183611159,-0.283683672,0
10996,White,Female,30,Private,13,Exec-managerial,<=50K,>50K,-0.319326592,0.205284537,1
39937,White,Female,20,Private,9,Exec-managerial,<=50K,<=50K,-0.042001783,-0.23520547,0
5479,White,Male,20,Private,13,Prof-specialty,<=50K,>50K,-0.355486062,0.432540783,1
33991,Non-White,Male,30,Private,13,Prof-specialty,<=50K,>50K,-0.433863835,0.439335475,1
3283,White,Male,30,Private,5,Farming-fishing,<=50K,<=50K,-0.05858287,-0.203826773,0
18340,White,Female,60,Private,10,Adm-clerical,<=50K,<=50K,0.257056833,-0.195938297,0
25793,White,Male,20,Private,11,Tech-support,<=50K,>50K,-0.185196155,-0.227787769,0
41662,White,Male,50,Self-emp-not-inc,11,Craft-repair,<=50K,>50K,-0.360026599,0.214733857,1
47764,White,Male,40,Private,9,Sales,<=50K,>50K,-0.209225007,-0.202280151,0
47558,Non-White,Male,30,State-gov,13,Prof-specialty,>50K,>50K,-0.553942953,0.895688605,1
39667,White,Male,30,Private,10,Prof-specialty,<=50K,<=50K,-0.30877745,0.283924789,1
34899,White,Male,30,Federal-gov,11,Tech-support,<=50K,<=50K,-0.396945259,0.10865921,1
34002,White,Male,40,Private,16,Exec-managerial,>50K,>50K,-0.577828442,0.900019953,1
39027,Non-White,Male,50,Self-emp-inc,14,Prof-specialty,>50K,>50K,-0.612498025,1.262112168,1
6134,White,Female,20,Private,5,Machine-op-inspct,<=50K,<=50K,0.212760546,-0.712022014,0
15294,White,Male,40,Private,9,Handlers-cleaners,<=50K,<=50K,-0.157605237,-0.404344187,0
21737,White,Male,30,Private,10,Adm-clerical,<=50K,<=50K,-0.122247261,-0.331668896,0
5256,White,Male,40,Private,10,Craft-repair,<=50K,>50K,-0.208153183,-0.162339654,0
12543,Non-White,Female,30,Local-gov,10,Other-service,<=50K,<=50K,0.022971645,-0.210841302,0
46967,Non-White,Female,40,Private,13,Adm-clerical,<=50K,<=50K,-0.158190337,-0.129927449,0
19193,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.433011925,0.280297794,1
3913,White,Female,10,Private,6,Sales,<=50K,<=50K,0.561521628,-0.769373214,0
40215,White,Male,20,Private,12,Adm-clerical,<=50K,<=50K,-0.07273372,-0.350884443,0
8101,Non-White,Male,50,Federal-gov,9,Adm-clerical,<=50K,<=50K,-0.173000804,-0.184557297,0
40164,White,Female,20,Unknown,10,Unknown,<=50K,<=50K,2.157995661,0.577599712,2
21839,White,Female,30,Private,13,Exec-managerial,<=50K,>50K,-0.319326592,0.205284537,1
14208,White,Male,40,Self-emp-not-inc,9,Craft-repair,<=50K,>50K,-0.30689843,0.087900198,1
12827,White,Female,20,Local-gov,13,Prof-specialty,<=50K,<=50K,-0.343268687,0.775286314,1
23698,Non-White,Male,30,Private,9,Other-service,<=50K,<=50K,-0.027534229,-0.609964301,0
23652,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.126915291,-0.434222439,0
32790,Non-White,Male,40,Private,10,Sales,>50K,>50K,-0.114861933,-0.256856266,0
41610,White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.12589042,-0.524430427,0
46533,White,Male,20,Private,9,Sales,<=50K,<=50K,-0.050230635,-0.441372443,0
18011,White,Male,60,Self-emp-not-inc,13,Exec-managerial,>50K,>50K,-0.227849911,0.797658968,1
17771,White,Male,20,Self-emp-inc,7,Craft-repair,>50K,>50K,0.017785568,-0.178565084,0
27460,White,Male,70,Private,7,Machine-op-inspct,<=50K,<=50K,0.532100659,-0.2543952,0
12732,White,Female,30,Private,10,Craft-repair,<=50K,<=50K,-0.069925826,-0.358696929,0
12046,White,Male,40,Private,9,Handlers-cleaners,<=50K,<=50K,-0.157605237,-0.404344187,0
2533,White,Male,40,Private,10,Tech-support,>50K,<=50K,-0.219474697,-0.084751746,0
40974,White,Female,20,Private,10,Other-service,<=50K,<=50K,0.202817377,-0.635394783,0
14520,White,Male,50,Private,9,Adm-clerical,<=50K,>50K,-0.151778623,-0.292302422,0
28906,White,Male,40,Private,7,Craft-repair,<=50K,<=50K,-0.022082639,-0.369915027,0
17232,White,Male,40,Self-emp-inc,10,Sales,>50K,<=50K,-0.290062673,0.28453955,1
40768,White,Male,10,Private,9,Adm-clerical,<=50K,<=50K,0.290962084,-0.687528427,0
45026,White,Female,20,Private,9,Sales,<=50K,<=50K,0.063454698,-0.5163857,0
9711,White,Male,30,State-gov,13,Prof-specialty,<=50K,<=50K,-0.610017529,1.006642186,1
47737,Non-White,Female,40,Private,13,Adm-clerical,<=50K,<=50K,-0.158190337,-0.129927449,0
1220,White,Male,50,Private,10,Transport-moving,<=50K,>50K,-0.148277147,-0.213007457,0
17017,White,Male,50,Self-emp-not-inc,9,Transport-moving,<=50K,>50K,-0.247022394,0.037232394,0
26563,White,Female,40,Private,9,Adm-clerical,<=50K,<=50K,-0.071392452,-0.341715602,0
47229,White,Female,30,Private,13,Adm-clerical,<=50K,<=50K,-0.189722889,-0.140317887,0
44783,White,Female,40,Private,10,Adm-clerical,<=50K,<=50K,-0.033103952,-0.285338135,0
23571,White,Female,60,Unknown,9,Unknown,<=50K,<=50K,2.250873576,0.849714374,2
8376,White,Female,60,Private,12,Priv-house-serv,<=50K,<=50K,0.350271758,-0.293369464,0
11655,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
3592,Non-White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.05746371,-0.75439006,0
20109,White,Male,50,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.675168527,1.557264722,1
19479,White,Male,30,Private,4,Craft-repair,<=50K,<=50K,-0.10017073,-0.202121543,0
27484,White,Male,70,Private,9,Other-service,<=50K,<=50K,0.389336602,-0.111608109,0
16388,White,Male,50,Self-emp-not-inc,9,Other-service,>50K,>50K,-0.135308414,-0.09664946,0
495,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.243093828,0.109677469,1
48782,Non-White,Male,30,Private,14,Tech-support,>50K,>50K,-0.38828422,0.245905438,1
21857,White,Male,30,Private,11,Handlers-cleaners,<=50K,>50K,-0.219490544,-0.37325447,0
22039,White,Male,40,Private,12,Transport-moving,<=50K,<=50K,-0.266515115,-0.088874654,0
26125,Non-White,Female,20,Unknown,10,Unknown,<=50K,<=50K,2.214070237,0.46664613,2
38069,White,Female,50,Private,10,Adm-clerical,<=50K,<=50K,0.000195209,-0.310938212,0
8452,White,Female,30,Private,9,Adm-clerical,<=50K,<=50K,-0.046850428,-0.46305962,0
47138,White,Female,20,Private,10,Other-service,<=50K,<=50K,0.202817377,-0.635394783,0
45685,White,Male,40,Local-gov,11,Exec-managerial,>50K,>50K,-0.502576778,0.649092603,1
39318,White,Male,40,Private,10,Craft-repair,<=50K,>50K,-0.208153183,-0.162339654,0
30041,White,Male,20,Private,13,Exec-managerial,<=50K,>50K,-0.298559577,0.162549521,1
37669,White,Male,30,Private,11,Protective-serv,<=50K,<=50K,-0.364928624,0.133102516,1
34332,Non-White,Male,60,Private,9,Craft-repair,<=50K,<=50K,0.099793678,-0.240270864,0
31469,White,Male,20,Self-emp-not-inc,10,Craft-repair,<=50K,<=50K,-0.109615559,-0.094814627,0
34727,White,Female,10,Unknown,6,Unknown,<=50K,<=50K,2.617774092,0.26823473,2
20642,White,Male,20,Private,10,Machine-op-inspct,<=50K,<=50K,0.007537057,-0.551970712,0
38200,White,Female,20,Self-emp-not-inc,8,Adm-clerical,<=50K,<=50K,0.210062391,-0.428666745,0
2831,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
13061,White,Female,40,Private,12,Prof-specialty,<=50K,>50K,-0.304572947,0.428788277,1
20544,White,Male,40,Private,9,Exec-managerial,<=50K,>50K,-0.314681489,0.078900079,1
37634,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
40252,White,Male,40,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.64979827,1.459039882,1
39291,White,Male,20,Private,5,Craft-repair,<=50K,<=50K,0.042379344,-0.48646999,0
32630,White,Male,40,Private,10,Other-service,<=50K,<=50K,-0.069862329,-0.321289235,0
44088,White,Female,40,Federal-gov,13,Exec-managerial,<=50K,<=50K,-0.421165372,0.545327261,1
